TF_	TF_information	target	Target_info	interaction_type
NKX2-5	TF	MEF2C	Tar	Repression
NKX2-5	TF	NPPB	Tar	Unknown
NKX2-5	TF	TBX5	Tar	Unknown
NKX3-1	TF	ACTG2	Tar	Activation
NKX3-1	TF	AR	Tar	Repression
NKX3-1	TF	CCND1	Tar	Repression
NKX3-1	TF	ESR1	Tar	Unknown
NKX3-1	TF	FOS	Tar	Repression
NKX3-1	TF	IGF1R	Tar	Repression
NKX3-1	TF	KLK3	Tar	Unknown
NKX3-1	TF	SIX6	Tar	Unknown
NKX3-1	TF	TMPRSS2	Tar	Unknown
NKX3-1	TF	VEGFA	Tar	Unknown
NONO	TF	MIA	Tar	Unknown
NOTCH3	TF	APOD	Tar	Repression
NOTCH3	TF	ASPH	Tar	Unknown
NOTCH3	TF	HES1	Tar	Repression
NPAS2	TF	CRY1	Tar	Unknown
NPAS2	TF	CRY2	Tar	Unknown
NPAS2	TF	PER1	Tar	Unknown
NPAS2	TF	PER2	Tar	Unknown
NPAS3	TF	VGF	Tar	Unknown
NPM1	TF	ATF5	Tar	Repression
NPM1	TF	BRD4	Tar	Unknown
NPM1	TF	CCND1	Tar	Unknown
NPM1	TF	CDKN1A	Tar	Activation
NPM1	TF	DNMT1	Tar	Unknown
NPM1	TF	ELF4	Tar	Unknown
NPM1	TF	MDM2	Tar	Repression
NPM1	TF	PTPN6	Tar	Activation
NPM1	TF	RPL3	Tar	Unknown
NPM1	TF	TAF1A	Tar	Activation
NPM1	TF	USP7	Tar	Unknown
NR0B1	TF	AMH	Tar	Repression
NR0B1	TF	CAMP	Tar	Repression
NR0B1	TF	CYP17A1	Tar	Repression
NR0B1	TF	CYP19A1	Tar	Repression
NR0B1	TF	ESRRG	Tar	Repression
NR0B1	TF	NOS1	Tar	Activation
NR0B1	TF	NR1H4	Tar	Repression
NR0B1	TF	NR5A1	Tar	Repression
NR0B1	TF	PBX1	Tar	Activation
NR0B1	TF	STAR	Tar	Repression
NR0B2	TF	APOC3	Tar	Unknown
NR0B2	TF	CYP27A1	Tar	Unknown
NR0B2	TF	CYP7A1	Tar	Unknown
NR0B2	TF	CYP8B1	Tar	Unknown
NR0B2	TF	E2F1	Tar	Repression
NR0B2	TF	G6PC	Tar	Unknown
NR0B2	TF	PCK2	Tar	Repression
NR0B2	TF	PCK2	Tar	Unknown
NR0B2	TF	PTGS2	Tar	Activation
NR1D1	TF	ARNTL	Tar	Repression
NR1H2	TF	ABCA1	Tar	Activation
NR1H2	TF	ABCG1	Tar	Activation
NR1H2	TF	ABCG4	Tar	Activation
NR1H3	TF	ABCA1	Tar	Activation
NR1H3	TF	ABCA1	Tar	Unknown
NR1H3	TF	ABCG1	Tar	Activation
NR1H3	TF	ABCG4	Tar	Activation
NR1H3	TF	BHLHE40	Tar	Activation
NR1H3	TF	CETP	Tar	Unknown
NR1H4	TF	ABCB11	Tar	Unknown
NR1H4	TF	ABCB4	Tar	Activation
NR1H4	TF	ABCC4	Tar	Repression
NR1H4	TF	CYP7A1	Tar	Repression
NR1H4	TF	DCN	Tar	Activation
NR1H4	TF	EDN1	Tar	Repression
NR1H4	TF	FABP6	Tar	Activation
NR1H4	TF	HSD3B2	Tar	Unknown
NR1H4	TF	INS	Tar	Activation
NR1H4	TF	KLF11	Tar	Unknown
NR1H4	TF	KRT13	Tar	Activation
NR1H4	TF	NFKB1	Tar	Activation
NR1H4	TF	NR1I2	Tar	Activation
NR1H4	TF	PLTP	Tar	Unknown
NR1H4	TF	RELA	Tar	Activation
NR1H4	TF	SCARB1	Tar	Activation
NR1H4	TF	SLCO1B3	Tar	Unknown
NR1H4	TF	STK11	Tar	Activation
NR1H4	TF	UGT2B4	Tar	Repression
NR1H4	TF	VEGFA	Tar	Activation
NR1I2	TF	ABCB1	Tar	Activation
NR1I2	TF	BCL2	Tar	Activation
NR1I2	TF	BCL2L1	Tar	Activation
NR1I2	TF	CCL2	Tar	Repression
NR1I2	TF	CORO1C	Tar	Activation
NR1I2	TF	CYP2B6	Tar	Unknown
NR1I2	TF	CYP2C8	Tar	Unknown
NR1I2	TF	CYP2C9	Tar	Unknown
NR1I2	TF	CYP3A4	Tar	Activation
NR1I2	TF	CYP3A4	Tar	Unknown
NR1I2	TF	CYP4F12	Tar	Unknown
NR1I2	TF	FGF19	Tar	Activation
NR1I2	TF	FOSL1	Tar	Activation
NR1I2	TF	HP	Tar	Unknown
NR1I2	TF	IL10	Tar	Activation
NR1I2	TF	KLF6	Tar	Activation
NR1I2	TF	NFKB1	Tar	Repression
NR1I2	TF	NOD1	Tar	Repression
NR1I2	TF	NOD2	Tar	Repression
NR1I2	TF	PTAFR	Tar	Activation
NR1I2	TF	RAB3A	Tar	Activation
NR1I2	TF	RELA	Tar	Repression
NR1I2	TF	RXRA	Tar	Unknown
NR1I2	TF	THBS1	Tar	Activation
NR1I2	TF	THRSP	Tar	Activation
NR1I2	TF	TNFRSF12A	Tar	Activation
NR1I2	TF	UGT1A1	Tar	Activation
NR1I3	TF	CYP2B6	Tar	Activation
NR1I3	TF	CYP2B6	Tar	Unknown
NR1I3	TF	CYP2C9	Tar	Unknown
NR1I3	TF	UGT1A1	Tar	Activation
NR1I3	TF	UGT1A1	Tar	Unknown
NR2C2	TF	LHCGR	Tar	Activation
NR2C2	TF	OXT	Tar	Unknown
NR2E3	TF	ESR1	Tar	Unknown
NR2E3	TF	RHO	Tar	Activation
NR2F1	TF	APOA2	Tar	Unknown
NR2F1	TF	APOB	Tar	Unknown
NR2F1	TF	APOC3	Tar	Unknown
NR2F1	TF	CYP17A1	Tar	Repression
NR2F1	TF	CYP19A1	Tar	Unknown
NR2F1	TF	DR1	Tar	Repression
NR2F1	TF	LHCGR	Tar	Repression
NR2F1	TF	MTTP	Tar	Repression
NR2F1	TF	SERPINC1	Tar	Repression
NR2F2	TF	E2F1	Tar	Unknown
NR2F2	TF	HEY1	Tar	Unknown
NR2F2	TF	HEY2	Tar	Unknown
NR2F2	TF	NTS	Tar	Unknown
NR2F2	TF	POU5F1	Tar	Repression
NR2F2	TF	PPARA	Tar	Unknown
NR2F2	TF	TFAP2A	Tar	Activation
NR2F6	TF	APOA2	Tar	Unknown
NR2F6	TF	APOB	Tar	Unknown
NR2F6	TF	APOC3	Tar	Unknown
NR2F6	TF	CYP19A1	Tar	Unknown
NR2F6	TF	LHCGR	Tar	Repression
NR3C1	TF	ATF2	Tar	Repression
NR3C1	TF	ATP1B1	Tar	Repression
NR3C1	TF	ATP1B1	Tar	Unknown
NR3C1	TF	BAD	Tar	Activation
NR3C1	TF	BAX	Tar	Activation
NR3C1	TF	BGLAP	Tar	Repression
NR3C1	TF	BRCA1	Tar	Activation
NR3C1	TF	CALD1	Tar	Activation
NR3C1	TF	CCND1	Tar	Unknown
NR3C1	TF	CCND3	Tar	Repression
NR3C1	TF	CDK4	Tar	Repression
NR3C1	TF	CDK6	Tar	Repression
NR3C1	TF	CDKN1A	Tar	Activation
NR3C1	TF	COX1	Tar	Unknown
NR3C1	TF	CSF1R	Tar	Unknown
NR3C1	TF	CYP19A1	Tar	Activation
NR3C1	TF	ELK1	Tar	Repression
NR3C1	TF	ETS1	Tar	Repression
NR3C1	TF	HRH1	Tar	Unknown
NR3C1	TF	HSD11B2	Tar	Unknown
NR3C1	TF	MAOA	Tar	Unknown
NR3C1	TF	MUC4	Tar	Unknown
NR3C1	TF	NFKB1	Tar	Repression
NR3C1	TF	NR1I2	Tar	Unknown
NR3C1	TF	NR3C1	Tar	Unknown
NR3C1	TF	PNRC1	Tar	Unknown
NR3C1	TF	PPIG	Tar	Unknown
NR3C1	TF	RLN1	Tar	Unknown
NR3C1	TF	RLN2	Tar	Unknown
NR3C1	TF	RPS6KA3	Tar	Activation
NR3C1	TF	S100P	Tar	Unknown
NR3C1	TF	SCNN1A	Tar	Unknown
NR3C1	TF	SLC10A2	Tar	Unknown
NR3C1	TF	SPP1	Tar	Unknown
NR3C1	TF	SRF	Tar	Repression
NR3C1	TF	STAT1	Tar	Repression
NR3C1	TF	TAT	Tar	Unknown
NR3C1	TF	TP53	Tar	Repression
NR3C1	TF	UGT1A1	Tar	Activation
NR3C1	TF	UGT1A1	Tar	Unknown
NR3C2	TF	ATP1B1	Tar	Repression
NR3C2	TF	ATP1B1	Tar	Unknown
NR3C2	TF	CABIN1	Tar	Repression
NR3C2	TF	CCR5	Tar	Activation
NR3C2	TF	CCR6	Tar	Activation
NR3C2	TF	CD40	Tar	Activation
NR3C2	TF	EGFR	Tar	Activation
NR3C2	TF	LCN2	Tar	Unknown
NR4A1	TF	BABAM2	Tar	Repression
NR4A1	TF	CCNA2	Tar	Repression
NR4A1	TF	CDKN1B	Tar	Activation
NR4A1	TF	CYP11A1	Tar	Unknown
NR4A1	TF	CYP17A1	Tar	Unknown
NR4A1	TF	E2F1	Tar	Activation
NR4A1	TF	FASLG	Tar	Unknown
NR4A1	TF	HSD3B2	Tar	Activation
NR4A1	TF	HSD3B2	Tar	Unknown
NR4A1	TF	MDM2	Tar	Repression
NR4A1	TF	MMP2	Tar	Activation
NR4A1	TF	RNF7	Tar	Repression
NR4A1	TF	SERPINE1	Tar	Unknown
NR4A1	TF	STAR	Tar	Unknown
NR4A1	TF	TIMP2	Tar	Activation
NR4A1	TF	TNF	Tar	Repression
NR4A2	TF	APOM	Tar	Unknown
NR4A2	TF	CRH	Tar	Unknown
NR4A2	TF	CXCL8	Tar	Unknown
NR4A2	TF	MMP1	Tar	Repression
NR4A2	TF	SLC6A3	Tar	Unknown
NR4A3	TF	PPARG	Tar	Repression
NR5A1	TF	AMH	Tar	Activation
NR5A1	TF	AMH	Tar	Unknown
NR5A1	TF	CITED2	Tar	Activation
NR5A1	TF	CYP11A1	Tar	Unknown
NR5A1	TF	CYP11B1	Tar	Unknown
NR5A1	TF	CYP11B2	Tar	Repression
NR5A1	TF	CYP17A1	Tar	Activation
NR5A1	TF	CYP17A1	Tar	Unknown
NR5A1	TF	CYP19A1	Tar	Activation
NR5A1	TF	CYP19A1	Tar	Repression
NR5A1	TF	CYP2B6	Tar	Unknown
NR5A1	TF	FSHR	Tar	Unknown
NR5A1	TF	HSD3B1	Tar	Unknown
NR5A1	TF	HSD3B2	Tar	Activation
NR5A1	TF	INSL3	Tar	Unknown
NR5A1	TF	LHB	Tar	Activation
NR5A1	TF	MC2R	Tar	Activation
NR5A1	TF	MC2R	Tar	Unknown
NR5A1	TF	NOV	Tar	Repression
NR5A1	TF	NR0B1	Tar	Activation
NR5A1	TF	NR0B1	Tar	Unknown
NR5A1	TF	PBX1	Tar	Activation
NR5A1	TF	PNRC1	Tar	Unknown
NR5A1	TF	POU5F1	Tar	Unknown
NR5A1	TF	SRY	Tar	Activation
NR5A1	TF	STAR	Tar	Activation
NR5A1	TF	STAR	Tar	Repression
NR5A1	TF	STAR	Tar	Unknown
NR5A1	TF	STARD7	Tar	Activation
NR5A2	TF	ABCB11	Tar	Unknown
NR5A2	TF	ABCG5	Tar	Activation
NR5A2	TF	ABCG8	Tar	Activation
NR5A2	TF	CCNE1	Tar	Unknown
NR5A2	TF	CETP	Tar	Activation
NR5A2	TF	CYP11A1	Tar	Unknown
NR5A2	TF	CYP11B1	Tar	Activation
NR5A2	TF	CYP19A1	Tar	Unknown
NR5A2	TF	HSD3B2	Tar	Activation
NR5A2	TF	HSD3B2	Tar	Unknown
NR5A2	TF	NR5A2	Tar	Activation
NR5A2	TF	SLC10A2	Tar	Unknown
NR5A2	TF	STAR	Tar	Activation
NRF1	TF	CAPNS1	Tar	Activation
NRF1	TF	COX6A1	Tar	Unknown
NRF1	TF	CXCR4	Tar	Activation
NRF1	TF	FMR1	Tar	Activation
NRF1	TF	FMR1	Tar	Unknown
NRF1	TF	FXR2	Tar	Activation
NRF1	TF	GALNT3	Tar	Unknown
NRF1	TF	IDE	Tar	Activation
NRF1	TF	NQO1	Tar	Unknown
NRF1	TF	PRDX3	Tar	Activation
NRF1	TF	PRDX5	Tar	Activation
NRF1	TF	SDHB	Tar	Unknown
NRF1	TF	SLC46A1	Tar	Activation
NRF1	TF	SNRPN	Tar	Unknown
NRF1	TF	SPAST	Tar	Activation
NRF1	TF	TOMM34	Tar	Unknown
NRIP1	TF	SLC7A1	Tar	Activation
NRL	TF	NR2E3	Tar	Activation
NRL	TF	PDE6B	Tar	Unknown
NRL	TF	RBP3	Tar	Repression
NRL	TF	RHO	Tar	Repression
NRL	TF	RHO	Tar	Unknown
NUPR1	TF	BCL2L1	Tar	Activation
NUPR1	TF	CDKN1A	Tar	Activation
NUPR1	TF	CDKN1A	Tar	Unknown
NUPR1	TF	EP300	Tar	Unknown
NUPR1	TF	MSL1	Tar	Repression
NUPR1	TF	TP53	Tar	Unknown
OLIG2	TF	LGR5	Tar	Unknown
ONECUT1	TF	MITF	Tar	Unknown
ONECUT1	TF	PROC	Tar	Activation
ONECUT2	TF	MITF	Tar	Activation
ONECUT2	TF	SYTL4	Tar	Repression
OTX1	TF	BEST1	Tar	Activation
OTX2	TF	AURKA	Tar	Activation
OTX2	TF	BEST1	Tar	Activation
OTX2	TF	BEST1	Tar	Unknown
OTX2	TF	CCNG2	Tar	Activation
OTX2	TF	CDC25C	Tar	Activation
OTX2	TF	DCT	Tar	Unknown
OTX2	TF	HESX1	Tar	Unknown
OTX2	TF	IGF1	Tar	Activation
OTX2	TF	IL6	Tar	Activation
OTX2	TF	PAX6	Tar	Activation
OTX2	TF	POU1F1	Tar	Unknown
OTX2	TF	RBP3	Tar	Activation
OTX2	TF	RBP3	Tar	Unknown
OTX2	TF	TYR	Tar	Activation
PA2G4	TF	AGR2	Tar	Activation
PA2G4	TF	AR	Tar	Unknown
PA2G4	TF	E2F1	Tar	Repression
PA2G4	TF	E2F1	Tar	Unknown
PA2G4	TF	KLK3	Tar	Repression
PARP1	TF	BCL2	Tar	Repression
PARP1	TF	BRCA2	Tar	Repression
PARP1	TF	CDH1	Tar	Activation
PARP1	TF	CDH1	Tar	Unknown
PARP1	TF	CDKN1A	Tar	Unknown
PARP1	TF	CXCL1	Tar	Unknown
PARP1	TF	DNAAF4	Tar	Unknown
PARP1	TF	E2F1	Tar	Activation
PARP1	TF	FBN1	Tar	Unknown
PARP1	TF	FN1	Tar	Unknown
PARP1	TF	FOXO1	Tar	Repression
PARP1	TF	HFE	Tar	Unknown
PARP1	TF	HTR1A	Tar	Repression
PARP1	TF	IFNAR1	Tar	Unknown
PARP1	TF	IFNG	Tar	Unknown
PARP1	TF	IL10	Tar	Unknown
PARP1	TF	JUN	Tar	Unknown
PARP1	TF	NFKB1	Tar	Unknown
PARP1	TF	RELA	Tar	Unknown
PARP1	TF	SERPINE1	Tar	Activation
PARP1	TF	SERPINF1	Tar	Repression
PARP1	TF	SH3BP2	Tar	Unknown
PARP1	TF	SMARCB1	Tar	Unknown
PARP1	TF	SNAI1	Tar	Repression
PARP1	TF	THBD	Tar	Activation
PARP1	TF	THBD	Tar	Repression
PARP1	TF	VIM	Tar	Activation
PAWR	TF	BCL2	Tar	Repression
PAWR	TF	NOV	Tar	Activation
PAX1	TF	PDGFRA	Tar	Unknown
PAX2	TF	ADAM10	Tar	Unknown
PAX2	TF	ERBB2	Tar	Unknown
PAX2	TF	L1CAM	Tar	Unknown
PAX2	TF	NCAM1	Tar	Unknown
PAX2	TF	TP53	Tar	Repression
PAX2	TF	WT1	Tar	Unknown
PAX3	TF	BCL2L1	Tar	Activation
PAX3	TF	CXCR4	Tar	Activation
PAX3	TF	DPYSL2	Tar	Unknown
PAX3	TF	MET	Tar	Unknown
PAX3	TF	MITF	Tar	Activation
PAX3	TF	MITF	Tar	Repression
PAX3	TF	MITF	Tar	Unknown
PAX3	TF	SHH	Tar	Unknown
PAX4	TF	GCG	Tar	Repression
PAX4	TF	INS	Tar	Repression
PAX4	TF	INS	Tar	Unknown
PAX4	TF	ISL1	Tar	Unknown
PAX5	TF	BAX	Tar	Activation
PAX5	TF	BCL2	Tar	Repression
PAX5	TF	BLK	Tar	Repression
PAX5	TF	CCND1	Tar	Repression
PAX5	TF	CD19	Tar	Activation
PAX5	TF	CD19	Tar	Unknown
PAX5	TF	CD79A	Tar	Activation
PAX5	TF	CDKN1A	Tar	Activation
PAX5	TF	FCER2	Tar	Unknown
PAX5	TF	FHL2	Tar	Activation
PAX5	TF	LEF1	Tar	Activation
PAX5	TF	MET	Tar	Activation
PAX5	TF	MET	Tar	Unknown
PAX5	TF	MMP1	Tar	Repression
PAX5	TF	MYCN	Tar	Activation
PAX5	TF	PRDM1	Tar	Repression
PAX5	TF	PRKCE	Tar	Unknown
PAX5	TF	RAG2	Tar	Unknown
PAX5	TF	RB1	Tar	Unknown
PAX5	TF	TERT	Tar	Activation
PAX5	TF	TIMP1	Tar	Activation
PAX5	TF	TP53	Tar	Activation
PAX5	TF	TP53	Tar	Repression
PAX5	TF	XBP1	Tar	Repression
PAX6	TF	FABP7	Tar	Activation
PAX6	TF	GCG	Tar	Unknown
PAX6	TF	ITGA5	Tar	Unknown
PAX6	TF	ITGB1	Tar	Unknown
PAX6	TF	KRT12	Tar	Unknown
PAX6	TF	MET	Tar	Activation
PAX6	TF	MMP2	Tar	Unknown
PAX6	TF	PCSK1	Tar	Activation
PAX6	TF	PDHX	Tar	Repression
PAX6	TF	PROX1	Tar	Activation
PAX6	TF	SIX3	Tar	Activation
PAX8	TF	E2F1	Tar	Activation
PAX8	TF	NCAM1	Tar	Activation
PAX8	TF	SLC3A1	Tar	Activation
PAX8	TF	SLC5A5	Tar	Activation
PAX8	TF	TG	Tar	Repression
PAX8	TF	TP53	Tar	Repression
PAX8	TF	TSHR	Tar	Repression
PAX8	TF	WT1	Tar	Activation
PBX1	TF	HOXB1	Tar	Activation
PBX1	TF	NANOG	Tar	Activation
PBX1	TF	PF4	Tar	Activation
PBX1	TF	SOX3	Tar	Unknown
PBX1	TF	VCP	Tar	Activation
PBX2	TF	EMX2	Tar	Activation
PBX2	TF	FMO3	Tar	Unknown
PBX2	TF	MEIS1	Tar	Unknown
PBX2	TF	PF4	Tar	Activation
PBX2	TF	UGT2B17	Tar	Unknown
PBX2	TF	VCP	Tar	Unknown
PCBD1	TF	FXYD2	Tar	Repression
PCGF2	TF	HOXA7	Tar	Activation
PCGF2	TF	HOXA7	Tar	Repression
PCGF2	TF	ZEB1	Tar	Repression
PCGF2	TF	ZEB2	Tar	Repression
PDCD11	TF	FASLG	Tar	Unknown
PDX1	TF	GCK	Tar	Activation
PDX1	TF	INS	Tar	Activation
PDX1	TF	INS	Tar	Unknown
PER1	TF	BAX	Tar	Repression
PER1	TF	BCL2	Tar	Activation
PER1	TF	SLC5A1	Tar	Repression
PER2	TF	SNAI2	Tar	Repression
PER2	TF	TWIST1	Tar	Repression
PGR	TF	ABCG2	Tar	Unknown
PGR	TF	ATP1B1	Tar	Unknown
PGR	TF	BCL2	Tar	Activation
PGR	TF	BCL2	Tar	Unknown
PGR	TF	CCND1	Tar	Unknown
PGR	TF	CYP19A1	Tar	Repression
PGR	TF	DUSP1	Tar	Activation
PGR	TF	E2F1	Tar	Activation
PGR	TF	EGFR	Tar	Unknown
PGR	TF	ERBB2	Tar	Repression
PGR	TF	ESR1	Tar	Activation
PGR	TF	FOXP3	Tar	Repression
PGR	TF	HLTF	Tar	Activation
PGR	TF	IGFBP1	Tar	Unknown
PGR	TF	IL10	Tar	Repression
PGR	TF	IRS2	Tar	Unknown
PGR	TF	KLK3	Tar	Unknown
PGR	TF	KLK4	Tar	Activation
PGR	TF	MYC	Tar	Unknown
PGR	TF	PLD1	Tar	Unknown
PGR	TF	PTGS2	Tar	Repression
PGR	TF	RELA	Tar	Repression
PGR	TF	RLN1	Tar	Unknown
PGR	TF	RLN2	Tar	Unknown
PGR	TF	VEGFA	Tar	Unknown
PGR	TF	YWHAQ	Tar	Unknown
PHB2	TF	ARNT	Tar	Repression
PHB2	TF	BTG2	Tar	Repression
PHF10	TF	CASP3	Tar	Unknown
PHF8	TF	CDC20	Tar	Unknown
PHOX2A	TF	DBH	Tar	Activation
PHOX2A	TF	DBH	Tar	Unknown
PHOX2A	TF	TLX2	Tar	Activation
PHOX2B	TF	ALK	Tar	Activation
PHOX2B	TF	DBH	Tar	Activation
PHOX2B	TF	DBH	Tar	Unknown
PHOX2B	TF	MSX1	Tar	Repression
PHOX2B	TF	PHOX2A	Tar	Unknown
PHOX2B	TF	TLX2	Tar	Activation
PHOX2B	TF	TLX2	Tar	Unknown
PIAS1	TF	CYP17A1	Tar	Unknown
PIAS1	TF	FABP2	Tar	Activation
PIAS1	TF	MUC1	Tar	Repression
PIAS1	TF	PRMT1	Tar	Repression
PIAS1	TF	SI	Tar	Activation
PIAS1	TF	STAT1	Tar	Unknown
PIAS2	TF	AR	Tar	Activation
PIAS2	TF	LRRN3	Tar	Repression
PIAS2	TF	MUC1	Tar	Repression
PIAS2	TF	MYCN	Tar	Repression
PIAS3	TF	ATF1	Tar	Activation
PIAS3	TF	ESR1	Tar	Unknown
PIAS3	TF	MUC1	Tar	Repression
PIAS3	TF	STAT3	Tar	Unknown
PIAS4	TF	MUC1	Tar	Repression
PIAS4	TF	VDR	Tar	Unknown
PIR	TF	NFKB1	Tar	Unknown
PITX1	TF	DUX4	Tar	Unknown
PITX1	TF	FSHB	Tar	Unknown
PITX1	TF	GNRH1	Tar	Repression
PITX1	TF	HES1	Tar	Repression
PITX1	TF	IFNA1	Tar	Repression
PITX1	TF	IRF2	Tar	Repression
PITX1	TF	IRF7	Tar	Repression
PITX1	TF	JUN	Tar	Repression
PITX1	TF	LHB	Tar	Unknown
PITX1	TF	NKX3-1	Tar	Repression
PITX1	TF	PRL	Tar	Activation
PITX1	TF	RUNX1	Tar	Repression
PITX1	TF	RUNX2	Tar	Repression
PITX1	TF	TBX4	Tar	Unknown
PITX1	TF	TERT	Tar	Repression
PITX1	TF	TRIB2	Tar	Repression
PITX2	TF	ABCB1	Tar	Unknown
PITX2	TF	FGF16	Tar	Unknown
PITX2	TF	FSHB	Tar	Unknown
PITX2	TF	GNRH1	Tar	Repression
PITX2	TF	LEF1	Tar	Activation
PITX2	TF	LHX6	Tar	Activation
PITX2	TF	PLOD1	Tar	Unknown
PITX2	TF	PRL	Tar	Activation
PITX2	TF	SLC13A3	Tar	Unknown
PITX2	TF	WNT2	Tar	Unknown
PITX2	TF	WNT5A	Tar	Unknown
PITX3	TF	MIP	Tar	Activation
PITX3	TF	TH	Tar	Activation
PKNOX1	TF	MEIS1	Tar	Unknown
PKNOX1	TF	PF4	Tar	Unknown
PKNOX1	TF	PTPN6	Tar	Activation
PKNOX1	TF	SYP	Tar	Activation
PLAG1	TF	ABCC6	Tar	Activation
PLAG1	TF	CRLF1	Tar	Activation
PLAG1	TF	IGF2	Tar	Activation
PLAG1	TF	IGF2	Tar	Unknown
PLAG1	TF	XRCC1	Tar	Unknown
PLAGL1	TF	ABCC6	Tar	Activation
PLAGL1	TF	SDHB	Tar	Repression
PLAGL2	TF	IGF2	Tar	Activation
PLAGL2	TF	METAP2	Tar	Activation
PLAGL2	TF	NCF2	Tar	Activation
PLAGL2	TF	SFTPC	Tar	Activation
PML	TF	BAX	Tar	Activation
PML	TF	CASP3	Tar	Activation
PML	TF	CCND1	Tar	Repression
PML	TF	CCNT1	Tar	Unknown
PML	TF	CDKN1A	Tar	Activation
PML	TF	EAF2	Tar	Repression
PML	TF	EGFR	Tar	Repression
PML	TF	EP300	Tar	Activation
PML	TF	FLT3	Tar	Activation
PML	TF	GRIP1	Tar	Activation
PML	TF	HCK	Tar	Unknown
PML	TF	HIPK2	Tar	Activation
PML	TF	IFNB1	Tar	Activation
PML	TF	NR4A1	Tar	Repression
PML	TF	PML	Tar	Activation
PML	TF	TNFAIP3	Tar	Repression
PML	TF	TNFSF10	Tar	Activation
PML	TF	TP53	Tar	Unknown
PML	TF	UBA7	Tar	Repression
POLR1A	TF	E2F1	Tar	Repression
POU1F1	TF	BDKRB1	Tar	Unknown
POU1F1	TF	CGA	Tar	Unknown
POU1F1	TF	GH1	Tar	Activation
POU1F1	TF	GH1	Tar	Unknown
POU1F1	TF	GH2	Tar	Activation
POU1F1	TF	GHR	Tar	Activation
POU1F1	TF	INSM1	Tar	Unknown
POU1F1	TF	POU1F1	Tar	Activation
POU1F1	TF	PRL	Tar	Activation
POU1F1	TF	PRL	Tar	Unknown
POU1F1	TF	REN	Tar	Unknown
POU1F1	TF	TSHB	Tar	Activation
POU1F1	TF	TSHB	Tar	Unknown
POU1F1	TF	VDR	Tar	Activation
POU2AF1	TF	ID2	Tar	Unknown
POU2AF1	TF	IGH	Tar	Activation
POU2AF1	TF	SPIB	Tar	Unknown
POU2AF1	TF	TK1	Tar	Activation
POU2AF1	TF	TNFRSF17	Tar	Activation
POU2F1	TF	AR	Tar	Unknown
POU2F1	TF	BDKRB1	Tar	Unknown
POU2F1	TF	CAPN6	Tar	Unknown
POU2F1	TF	CCND1	Tar	Activation
POU2F1	TF	CDX2	Tar	Unknown
POU2F1	TF	GADD45A	Tar	Activation
POU2F1	TF	GADD45A	Tar	Unknown
POU2F1	TF	GATA1	Tar	Unknown
POU2F1	TF	GCM1	Tar	Unknown
POU2F1	TF	GFI1B	Tar	Unknown
POU2F1	TF	GNRH1	Tar	Unknown
POU2F1	TF	HBG1	Tar	Repression
POU2F1	TF	HIST2H2BE	Tar	Unknown
POU2F1	TF	HPGDS	Tar	Unknown
POU2F1	TF	ID1	Tar	Unknown
POU2F1	TF	IL2	Tar	Activation
POU2F1	TF	IL2	Tar	Unknown
POU2F1	TF	IL2RA	Tar	Unknown
POU2F1	TF	IL4	Tar	Repression
POU2F1	TF	IL5	Tar	Unknown
POU2F1	TF	LCT	Tar	Activation
POU2F1	TF	LGALS4	Tar	Activation
POU2F1	TF	MAD2L1	Tar	Activation
POU2F1	TF	PLAU	Tar	Unknown
POU2F1	TF	POU2AF1	Tar	Unknown
POU2F1	TF	PTGIR	Tar	Activation
POU2F1	TF	RPTOR	Tar	Unknown
POU2F1	TF	RRM2B	Tar	Unknown
POU2F1	TF	SDC4	Tar	Unknown
POU2F1	TF	SNAI2	Tar	Activation
POU2F1	TF	SNAI2	Tar	Repression
POU2F1	TF	SNAPC1	Tar	Unknown
POU2F1	TF	SPP1	Tar	Unknown
POU2F1	TF	ST6GAL1	Tar	Unknown
POU2F1	TF	TK1	Tar	Activation
POU2F1	TF	TRA	Tar	Unknown
POU2F1	TF	TWIST1	Tar	Activation
POU2F1	TF	TWIST1	Tar	Repression
POU2F1	TF	TXNRD1	Tar	Unknown
POU2F1	TF	UGT2B7	Tar	Activation
POU2F1	TF	VCAM1	Tar	Repression
POU2F1	TF	VWF	Tar	Activation
POU2F1	TF	VWF	Tar	Repression
POU2F2	TF	HBB	Tar	Unknown
POU2F2	TF	HLA-DOB	Tar	Unknown
POU2F2	TF	HLA-DRA	Tar	Unknown
POU2F2	TF	ID2	Tar	Unknown
POU2F2	TF	IL5	Tar	Unknown
POU2F2	TF	SPI1	Tar	Unknown
POU2F2	TF	SPIB	Tar	Unknown
POU2F2	TF	SPP1	Tar	Unknown
POU2F2	TF	TK1	Tar	Activation
POU2F2	TF	TRA	Tar	Unknown
POU2F3	TF	SPRR2A	Tar	Unknown
POU3F1	TF	GNRH1	Tar	Unknown
POU3F2	TF	CDH13	Tar	Unknown
POU3F2	TF	DDC	Tar	Unknown
POU3F2	TF	FABP7	Tar	Unknown
POU3F2	TF	FOXP2	Tar	Unknown
POU3F2	TF	GNRH1	Tar	Activation
POU3F2	TF	MITF	Tar	Unknown
POU3F2	TF	NKX2-1	Tar	Unknown
POU3F2	TF	PAX3	Tar	Unknown
POU3F2	TF	PDE5A	Tar	Repression
POU3F4	TF	GCG	Tar	Unknown
